code,clientType,registrationMode,planName,duration,country,netSales,netProfit,gender,age
CWT,Basic,Online,Q,11,AUSTRALIA,29.7,17.82,,53
CWT,Basic,Online,Q,44,SPAIN,0,11.88,,31
CWT,Basic,Online,Q,44,SPAIN,19.8,11.88,,31
CWT,Basic,Online,Q,50,SPAIN,39.6,23.76,,31
CWT,Basic,Online,Q,31,NEW ZEALAND,89.1,53.46,,22
CWT,Basic,Online,Q,41,PORTUGAL,39.6,23.76,,49
CWT,Basic,Online,Q,14,AUSTRALIA,39.6,23.76,,43
CWT,Basic,Online,Q,72,"KOREA, REPUBLIC OF",29.7,17.82,,42
CWT,Basic,Online,Q,28,THAILAND,19.8,11.88,,40
CWT,Basic,Online,Q,7,THAILAND,29.7,17.82,,31
CWT,Basic,Online,Q,64,MALAYSIA,19.8,11.88,,29
CWT,Basic,Online,Q,67,MALAYSIA,39.6,23.76,,31
CWT,Basic,Online,Q,47,JAPAN,19.8,11.88,,34
CWT,Basic,Online,Q,27,AUSTRALIA,29.7,17.82,,46
CWT,Basic,Online,Q,6,SINGAPORE,49.5,29.7,,33
CWT,Basic,Online,Q,53,AUSTRALIA,99,59.4,,28
CWT,Basic,Online,Q,40,UNITED STATES,0,35.64,,39
CWT,Basic,Online,Q,8,MALAYSIA,69.3,41.58,,42
CWT,Basic,Online,Q,89,ITALY,29.7,17.82,,55
CWT,Basic,Online,Q,37,MALAYSIA,0,17.82,,31
CWT,Basic,Online,Q,48,MALAYSIA,29.7,17.82,,29
CWT,Basic,Online,Q,107,MALAYSIA,29.7,17.82,,31
CWT,Basic,Online,Q,11,ITALY,59.4,35.64,,31
CWT,Basic,Online,Q,16,ICELAND,89.1,53.46,,35
CWT,Basic,Online,Q,26,UNITED KINGDOM,49.5,29.7,,53
EPX,Basic,Online,B,20,JAPAN,24,0,,36
EPX,Basic,Online,B,10,THAILAND,20,0,,36
EPX,Basic,Online,B,21,INDONESIA,20,0,,36
EPX,Basic,Online,B,105,UNITED STATES,89,0,,26
EPX,Basic,Online,B,10,SRI LANKA,35,0,,36
EPX,Basic,Online,B,8,THAILAND,20,0,,32
EPX,Basic,Online,B,26,INDONESIA,20,0,,36
EPX,Basic,Online,B,4,INDONESIA,20,0,,36
EPX,Basic,Online,B,3,THAILAND,20,0,,36
EPX,Basic,Online,B,238,SINGAPORE,32,0,,36
EPX,Basic,Online,B,154,NETHERLANDS,147,0,,36
EPX,Basic,Online,B,2,MALAYSIA,20,0,,42
EPX,Basic,Online,B,13,INDONESIA,31,0,,23
EPX,Basic,Online,B,84,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,21,JAPAN,68,0,,36
EPX,Basic,Online,B,20,FINLAND,112,0,,36
EPX,Basic,Online,B,2,CHINA,35,0,,36
EPX,Basic,Online,B,42,MALAYSIA,20,0,,50
EPX,Basic,Online,B,63,MYANMAR,21,0,,38
EPX,Basic,Online,B,19,UNITED STATES,112,0,,52
EPX,Basic,Online,B,33,HONG KONG,58,0,,36
EPX,Basic,Online,B,109,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,3,MALAYSIA,28,0,,36
EPX,Basic,Online,B,6,INDIA,33,0,,36
EPX,Basic,Online,B,96,THAILAND,20,0,,36
EPX,Basic,Online,B,68,SINGAPORE,27,0,,36
EPX,Basic,Online,B,49,UNITED KINGDOM,77,0,,36
EPX,Basic,Online,B,76,JAPAN,30,0,,36
EPX,Basic,Online,B,87,"TAIWAN, PROVINCE OF CHINA",24,0,,36
EPX,Basic,Online,B,87,"TAIWAN, PROVINCE OF CHINA",24,0,,36
EPX,Basic,Online,B,88,SINGAPORE,42,0,,36
EPX,Basic,Online,B,15,CHINA,33,0,,36
EPX,Basic,Online,B,127,INDONESIA,25,0,,45
EPX,Basic,Online,B,120,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,52,JAPAN,55,0,,27
EPX,Basic,Online,B,46,THAILAND,20,0,,36
EPX,Basic,Online,B,98,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,13,CAMBODIA,37,0,,36
EPX,Basic,Online,B,14,MALAYSIA,20,0,,57
EPX,Basic,Online,B,21,SINGAPORE,34,0,,36
EPX,Basic,Online,B,4,VIET NAM,23,0,,36
EPX,Basic,Online,B,19,CAMBODIA,20,0,,36
EPX,Basic,Online,B,16,SINGAPORE,82,0,,36
EPX,Basic,Online,B,84,TURKEY,87,0,,36
EPX,Basic,Online,B,25,VIET NAM,25,0,,36
EPX,Basic,Online,B,9,"KOREA, REPUBLIC OF",48,0,,36
EPX,Basic,Online,B,310,PHILIPPINES,38,0,,36
EPX,Basic,Online,B,132,INDONESIA,20,0,,36
EPX,Basic,Online,B,5,INDONESIA,23,0,,36
EPX,Basic,Online,B,103,PHILIPPINES,25,0,,36
EPX,Basic,Online,B,20,VIET NAM,22,0,,42
EPX,Basic,Online,B,63,CHINA,20,0,,36
EPX,Basic,Online,B,18,"TAIWAN, PROVINCE OF CHINA",39,0,,36
EPX,Basic,Online,B,4,MALAYSIA,20,0,,54
EPX,Basic,Online,B,314,UNITED STATES,88,0,,37
EPX,Basic,Online,B,238,"KOREA, REPUBLIC OF",27,0,,36
EPX,Basic,Online,B,37,SINGAPORE,34,0,,36
EPX,Basic,Online,B,27,NEW ZEALAND,35,0,,61
EPX,Basic,Online,B,13,SINGAPORE,20,0,,29
EPX,Basic,Online,B,42,MYANMAR,20,0,,35
EPX,Basic,Online,B,12,HONG KONG,20,0,,56
EPX,Basic,Online,B,52,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,4,VIET NAM,54,0,,36
EPX,Basic,Online,B,38,MALAYSIA,20,0,,36
EPX,Basic,Online,B,20,SINGAPORE,20,0,,29
EPX,Basic,Online,K,3,MALAYSIA,10,0,,38
EPX,Basic,Online,K,23,SINGAPORE,19,0,,36
EPX,Basic,Online,K,12,CHINA,31,0,,36
EPX,Basic,Online,K,7,MALAYSIA,16,0,,36
EPX,Basic,Online,K,7,INDIA,10,0,,53
EPX,Basic,Online,K,6,THAILAND,48,0,,33
EPX,Basic,Online,K,109,"KOREA, REPUBLIC OF",27,0,,36
EPX,Basic,Online,K,65,VIET NAM,38,0,,36
EPX,Basic,Online,K,168,INDIA,11,0,,36
EPX,Basic,Online,K,70,UNITED STATES,80,0,,35
EPX,Basic,Online,K,50,SINGAPORE,63,0,,36
EPX,Basic,Online,K,44,INDONESIA,10,0,,36
EPX,Basic,Online,K,6,MALAYSIA,12,0,,30
EPX,Basic,Online,K,76,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,61,ITALY,60,0,,36
EPX,Basic,Online,K,61,ITALY,60,0,,36
EPX,Basic,Online,K,52,PHILIPPINES,13,0,,36
EPX,Basic,Online,K,34,SINGAPORE,26,0,,36
EPX,Basic,Online,K,11,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,13,INDIA,24,0,,36
EPX,Basic,Online,K,102,UNITED KINGDOM,23,0,,36
EPX,Basic,Online,K,10,UNITED STATES,30,0,,39
EPX,Basic,Online,K,285,UNITED KINGDOM,48,0,,36
EPX,Basic,Online,K,7,THAILAND,14,0,,36
EPX,Basic,Online,K,36,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,15,JAPAN,45,0,,36
EPX,Basic,Online,K,6,HONG KONG,28,0,,36
EPX,Basic,Online,K,7,MALAYSIA,10,0,,43
EPX,Basic,Online,K,218,UNITED STATES,10,0,,48
EPX,Basic,Online,K,48,INDONESIA,18,0,,33
EPX,Basic,Online,K,21,SRI LANKA,25,0,,36
EPX,Basic,Online,K,5,INDONESIA,26,0,,44
EPX,Basic,Online,K,35,THAILAND,10,0,,47
EPX,Basic,Online,K,3,CHINA,19,0,,36
EPX,Basic,Online,K,6,THAILAND,17,0,,42
EPX,Basic,Online,K,21,JAPAN,80,0,,49
EPX,Basic,Online,K,48,UNITED KINGDOM,42,0,,36
EPX,Basic,Online,K,19,SWITZERLAND,80,0,,36
EPX,Basic,Online,K,21,HONG KONG,17,0,,36
EPX,Basic,Online,K,19,SPAIN,75,0,,36
EPX,Basic,Online,K,111,MALAYSIA,10,0,,37
EPX,Basic,Online,K,22,"KOREA, REPUBLIC OF",19,0,,36
EPX,Basic,Online,K,23,"KOREA, REPUBLIC OF",29,0,,36
EPX,Basic,Online,K,138,NEW ZEALAND,52,0,,36
EPX,Basic,Online,K,216,UNITED STATES,80,0,,35
EPX,Basic,Online,K,5,CHINA,38,0,,36
EPX,Basic,Online,K,216,UNITED STATES,80,0,,50
EPX,Basic,Online,K,62,FRANCE,14,0,,36
EPX,Basic,Online,K,94,VIET NAM,49,0,,36
EPX,Basic,Online,K,21,INDIA,29,0,,36
EPX,Basic,Online,K,45,PHILIPPINES,24,0,,36
EPX,Basic,Online,K,51,SINGAPORE,32,0,,24
EPX,Basic,Online,K,14,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,27,PHILIPPINES,14,0,,36
EPX,Basic,Online,A,5,PHILIPPINES,20,0,,36
EPX,Basic,Online,A,3,CHINA,20,0,,36
EPX,Basic,Online,A,26,PHILIPPINES,20,0,,36
EPX,Basic,Online,A,9,CHINA,26,0,,36
EPX,Basic,Online,A,41,PHILIPPINES,20,0,,36
EPX,Basic,Online,A,6,MALAYSIA,20,0,,36
EPX,Basic,Online,A,10,INDONESIA,20,0,,36
EPX,Basic,Online,A,15,SINGAPORE,20,0,,36
EPX,Basic,Online,A,61,CHINA,20,0,,21
JWT,Premium,Online,Z,0,INDIA,31,12.4,M,118
JWT,Premium,Online,Z,12,INDIA,39,15.6,F,118
KML,Basic,Online,Z,34,INDONESIA,28,10.64,F,48
RAB,Premium,Online,Z,11,BRUNEI DARUSSALAM,15,6,,43
RAB,Premium,Online,Z,5,BRUNEI DARUSSALAM,15,6,F,30
RAB,Premium,Online,Z,4,BRUNEI DARUSSALAM,15,6,M,45
SSI,Premium,Online,W,12,SINGAPORE,3.47,0.97,,48
SSI,Premium,Online,W,55,SINGAPORE,1.48,0.41,,48
SSI,Premium,Online,W,81,SINGAPORE,4.17,1.17,,48
JZI,Premium,Online,I,112,PHILIPPINES,52,18.2,F,34
JZI,Premium,Online,I,50,HONG KONG,26,9.1,F,31
JZI,Premium,Online,I,14,PHILIPPINES,18,6.3,F,34
JZI,Premium,Online,I,10,INDONESIA,18,6.3,M,53
JZI,Premium,Online,I,86,CHINA,26,9.1,M,31
JZI,Premium,Online,I,9,HONG KONG,26,9.1,M,56
JZI,Premium,Online,I,26,PHILIPPINES,0,10.5,F,39
JZI,Premium,Online,I,25,AUSTRALIA,35,12.25,M,58
JZI,Premium,Online,I,6,THAILAND,22,7.7,M,53
JZI,Premium,Online,I,41,"KOREA, REPUBLIC OF",26,9.1,F,36
JZI,Premium,Online,I,8,HONG KONG,26,9.1,F,35
JZI,Premium,Online,I,27,VIET NAM,22,7.7,M,37
JZI,Premium,Online,I,20,INDIA,35,12.25,M,40
JZI,Premium,Online,I,40,CHINA,26,9.1,M,44
JZI,Premium,Online,I,9,HONG KONG,26,9.1,F,45
JZI,Premium,Online,I,72,CHINA,26,9.1,F,48
JZI,Premium,Online,I,14,HONG KONG,35,12.25,F,29
JZI,Premium,Online,I,11,THAILAND,22,7.7,M,49
JZI,Premium,Online,I,13,"KOREA, REPUBLIC OF",35,12.25,M,33
JZI,Premium,Online,I,28,THAILAND,22,7.7,F,50
JZI,Premium,Online,I,57,PHILIPPINES,52,18.2,F,45
JZI,Premium,Online,Z,5,"KOREA, REPUBLIC OF",36,12.6,M,30
JZI,Premium,Online,Z,19,HONG KONG,58,20.3,M,48
JZI,Premium,Online,Z,4,"KOREA, REPUBLIC OF",36,12.6,M,62
CSR,Basic,Offline,M,19,MALAYSIA,29,9.57,F,24
JZI,Premium,Online,I,12,PHILIPPINES,33,11.55,F,28
CSR,Basic,Offline,M,19,MALAYSIA,29,9.57,F,29
C2B,Premium,Online,J,11,SINGAPORE,25.5,6.38,M,29
C2B,Premium,Online,J,5,SINGAPORE,42.75,10.69,M,48
C2B,Premium,Online,J,3,SINGAPORE,17.25,4.31,F,48
C2B,Premium,Online,R,10,SINGAPORE,34.3,8.57,F,72
C2B,Premium,Online,R,0,SINGAPORE,0,5.63,F,51
C2B,Premium,Online,R,1,SINGAPORE,22.5,5.63,F,51
C2B,Premium,Online,R,19,SINGAPORE,127,31.75,F,32
C2B,Premium,Online,N,5,SINGAPORE,53.25,13.31,M,33
C2B,Premium,Online,E,380,SINGAPORE,216.75,54.19,M,60
C2B,Premium,Online,E,367,SINGAPORE,291.75,72.94,M,37
C2B,Premium,Online,E,376,SINGAPORE,291.75,72.94,F,58
CWT,Basic,Online,Q,18,MALAYSIA,29.7,17.82,,49
CWT,Basic,Online,Q,48,MALAYSIA,29.7,17.82,,66
CWT,Basic,Online,Q,20,SWITZERLAND,39.6,23.76,,43
CWT,Basic,Online,Q,118,AUSTRALIA,0,47.52,,31
CWT,Basic,Online,Q,5,MALAYSIA,19.8,11.88,,32
CWT,Basic,Online,Q,5,MALAYSIA,19.8,11.88,,29
CWT,Basic,Online,Q,15,MALAYSIA,29.7,17.82,,28
CWT,Basic,Online,Q,16,MALAYSIA,29.7,17.82,,44
CWT,Basic,Online,Q,4,AUSTRALIA,9.9,5.94,,26
CWT,Basic,Online,Q,6,AUSTRALIA,29.7,17.82,,31
CWT,Basic,Online,Q,32,THAILAND,29.7,17.82,,30
CWT,Basic,Online,Q,118,AUSTRALIA,79.2,47.52,,49
CWT,Basic,Online,Q,37,UNITED KINGDOM,138.6,83.16,,54
CWT,Basic,Online,Q,7,AUSTRALIA,59.4,35.64,,43
CWT,Basic,Online,Q,109,AUSTRALIA,0,29.7,,53
CWT,Basic,Online,Q,11,SWITZERLAND,79.2,47.52,,63
CWT,Basic,Online,Q,11,SWITZERLAND,79.2,47.52,,35
CWT,Basic,Online,Q,27,NORWAY,39.6,23.76,,52
CWT,Basic,Online,Q,26,AUSTRALIA,99,59.4,,44
CWT,Basic,Online,Q,27,NORWAY,39.6,23.76,,54
CWT,Basic,Online,Q,198,NETHERLANDS,9.9,5.94,,31
CWT,Basic,Online,Q,117,SINGAPORE,0,11.88,,31
CWT,Basic,Online,Q,9,AUSTRALIA,49.5,29.7,,33
CWT,Basic,Online,Q,26,"TAIWAN, PROVINCE OF CHINA",19.8,11.88,,26
EPX,Basic,Online,B,18,CYPRUS,112,0,,36
EPX,Basic,Online,B,49,JAPAN,66,0,,36
EPX,Basic,Online,B,5,INDONESIA,24,0,,36
EPX,Basic,Online,B,47,CHINA,68,0,,36
EPX,Basic,Online,B,7,INDIA,39,0,,36
EPX,Basic,Online,B,25,UNITED KINGDOM,58,0,,36
EPX,Basic,Online,B,20,"KOREA, REPUBLIC OF",34,0,,36
EPX,Basic,Online,B,84,JAPAN,56,0,,36
EPX,Basic,Online,B,203,UNITED KINGDOM,84,0,,36
EPX,Basic,Online,B,40,FRANCE,82,0,,36
EPX,Basic,Online,B,54,SRI LANKA,36,0,,36
EPX,Basic,Online,B,34,VIET NAM,25,0,,36
EPX,Basic,Online,B,20,PHILIPPINES,28,0,,36
EPX,Basic,Online,B,109,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,5,INDONESIA,26,0,,36
EPX,Basic,Online,B,8,AUSTRALIA,48,0,,36
EPX,Basic,Online,B,39,JAPAN,69,0,,36
EPX,Basic,Online,B,289,ITALY,131,0,,36
EPX,Basic,Online,B,55,PHILIPPINES,20,0,,36
EPX,Basic,Online,B,47,THAILAND,20,0,,29
EPX,Basic,Online,B,19,MALAYSIA,25,0,,41
EPX,Basic,Online,B,40,THAILAND,21,0,,36
EPX,Basic,Online,B,136,SPAIN,67,0,,36
EPX,Basic,Online,B,5,MYANMAR,29,0,,36
EPX,Basic,Online,B,54,MYANMAR,20,0,,36
EPX,Basic,Online,B,17,MALAYSIA,20,0,,36
EPX,Basic,Online,B,29,INDONESIA,20,0,,43
EPX,Basic,Online,B,26,PHILIPPINES,27,0,,36
EPX,Basic,Online,B,4,THAILAND,20,0,,36
EPX,Basic,Online,B,15,MALAYSIA,20,0,,36
EPX,Basic,Online,B,98,"TAIWAN, PROVINCE OF CHINA",30,0,,36
EPX,Basic,Online,B,6,JAPAN,102,0,,36
EPX,Basic,Online,B,167,SRI LANKA,39,0,,36
EPX,Basic,Online,B,12,UNITED STATES,112,0,,33
EPX,Basic,Online,B,76,THAILAND,20,0,,36
EPX,Basic,Online,B,91,MALAYSIA,20,0,,36
EPX,Basic,Online,B,37,PHILIPPINES,22,0,,36
EPX,Basic,Online,B,31,INDONESIA,29,0,,58
EPX,Basic,Online,B,42,NETHERLANDS,51,0,,36
EPX,Basic,Online,B,14,SRI LANKA,35,0,,36
EPX,Basic,Online,B,48,THAILAND,23,0,,36
EPX,Basic,Online,B,27,NETHERLANDS,51,0,,36
EPX,Basic,Online,B,63,CAMBODIA,23,0,,36
EPX,Basic,Online,B,275,AUSTRALIA,43,0,,36
EPX,Basic,Online,B,4,MALAYSIA,20,0,,64
EPX,Basic,Online,B,67,NEW ZEALAND,75,0,,36
EPX,Basic,Online,B,19,GERMANY,93,0,,36
EPX,Basic,Online,K,3,BANGLADESH,10,0,,47
EPX,Basic,Online,K,105,HONG KONG,12,0,,40
EPX,Basic,Online,K,67,"TAIWAN, PROVINCE OF CHINA",31,0,,36
EPX,Basic,Online,K,21,MALAYSIA,23,0,,28
EPX,Basic,Online,K,16,CHINA,38,0,,36
EPX,Basic,Online,K,5,VIET NAM,15,0,,36
EPX,Basic,Online,K,15,CHINA,17,0,,36
EPX,Basic,Online,K,18,CHINA,30,0,,36
EPX,Basic,Online,K,1,INDONESIA,10,0,,36
EPX,Basic,Online,K,1,CHINA,80,0,,36
EPX,Basic,Online,K,65,MALAYSIA,10,0,,36
EPX,Basic,Online,K,35,VIET NAM,18,0,,36
EPX,Basic,Online,K,13,MALAYSIA,10,0,,20
EPX,Basic,Online,K,27,FRANCE,80,0,,36
EPX,Basic,Online,K,68,"KOREA, REPUBLIC OF",29,0,,36
EPX,Basic,Online,K,34,MYANMAR,11,0,,36
EPX,Basic,Online,K,6,SINGAPORE,10,0,,36
EPX,Basic,Online,K,77,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,88,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,72,UNITED KINGDOM,56,0,,36
EPX,Basic,Online,K,7,CHINA,37,0,,36
EPX,Basic,Online,K,7,CHINA,37,0,,36
EPX,Basic,Online,K,67,"KOREA, REPUBLIC OF",26,0,,36
EPX,Basic,Online,K,4,INDONESIA,33,0,,45
EPX,Basic,Online,K,2,CHINA,19,0,,36
EPX,Basic,Online,K,34,INDONESIA,10,0,,36
EPX,Basic,Online,K,49,THAILAND,23,0,,36
EPX,Basic,Online,K,2,SINGAPORE,10,0,,58
EPX,Basic,Online,K,25,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,5,CHINA,22,0,,36
EPX,Basic,Online,K,21,MALAYSIA,10,0,,36
EPX,Basic,Online,K,51,JAPAN,15,0,,36
EPX,Basic,Online,K,16,TURKEY,36,0,,36
EPX,Basic,Online,K,46,PHILIPPINES,14,0,,36
EPX,Basic,Online,K,4,SINGAPORE,12,0,,36
EPX,Basic,Online,K,6,JAPAN,73,0,,36
EPX,Basic,Online,K,90,"KOREA, REPUBLIC OF",35,0,,36
EPX,Basic,Online,K,13,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,5,SINGAPORE,12,0,,36
EPX,Basic,Online,K,18,CHINA,21,0,,36
EPX,Basic,Online,K,250,"TAIWAN, PROVINCE OF CHINA",21,0,,36
EPX,Basic,Online,K,104,MALAYSIA,10,0,,28
EPX,Basic,Online,K,100,GERMANY,57,0,,36
EPX,Basic,Online,K,6,VIET NAM,22,0,,36
EPX,Basic,Online,K,85,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,5,CAMBODIA,33,0,,36
EPX,Basic,Online,K,7,INDONESIA,34,0,,36
EPX,Basic,Online,K,13,SINGAPORE,49,0,,36
EPX,Basic,Online,K,13,PHILIPPINES,10,0,,36
EPX,Basic,Online,K,8,CHINA,10,0,,48
EPX,Basic,Online,K,21,CHINA,19,0,,36
EPX,Basic,Online,K,2,SINGAPORE,10,0,,36
EPX,Basic,Online,K,6,MALAYSIA,31,0,,36
EPX,Basic,Online,K,4,THAILAND,14,0,,36
EPX,Basic,Online,K,26,MALAYSIA,10,0,,22
EPX,Basic,Online,K,43,JAPAN,17,0,,36
EPX,Basic,Online,K,3,THAILAND,10,0,,36
EPX,Basic,Online,K,6,CHINA,80,0,,36
EPX,Basic,Online,K,76,SINGAPORE,10,0,,36
EPX,Basic,Online,K,11,THAILAND,14,0,,28
EPX,Basic,Online,K,35,THAILAND,18,0,,30
EPX,Basic,Online,K,4,AUSTRALIA,16,0,,36
EPX,Basic,Online,K,6,SINGAPORE,10,0,,36
EPX,Basic,Online,K,46,JAPAN,15,0,,36
EPX,Basic,Online,K,10,INDONESIA,75,0,,36
EPX,Basic,Online,K,23,CHINA,19,0,,36
EPX,Basic,Online,K,2,INDIA,10,0,,36
EPX,Basic,Online,K,10,INDONESIA,44,0,,36
EPX,Basic,Online,K,8,MALAYSIA,10,0,,53
EPX,Basic,Online,K,190,PHILIPPINES,23,0,,36
EPX,Basic,Online,K,8,SINGAPORE,10,0,,53
EPX,Basic,Online,K,87,"KOREA, REPUBLIC OF",12,0,,57
EPX,Basic,Online,K,18,CHINA,48,0,,36
EPX,Basic,Online,K,4,CHINA,20,0,,36
EPX,Basic,Online,K,13,SINGAPORE,10,0,,36
EPX,Basic,Online,K,35,UNITED KINGDOM,45,0,,36
EPX,Basic,Online,K,40,PHILIPPINES,13,0,,36
EPX,Basic,Online,K,5,INDONESIA,10,0,,31
EPX,Basic,Online,K,13,MACAO,46,0,,36
EPX,Basic,Online,K,5,JAPAN,80,0,,36
EPX,Basic,Online,K,16,MACAO,44,0,,36
EPX,Basic,Online,K,10,THAILAND,40,0,,36
EPX,Basic,Online,A,13,HONG KONG,20,0,,36
EPX,Basic,Online,A,2,INDONESIA,20,0,,36
EPX,Basic,Online,A,1,SINGAPORE,20,0,,28
EPX,Basic,Online,A,46,THAILAND,20,0,,27
EPX,Basic,Online,A,45,SINGAPORE,30,0,,34
EPX,Basic,Online,A,5,QATAR,84,0,,42
EPX,Basic,Online,A,3,SINGAPORE,20,0,,36
EPX,Basic,Online,A,17,MALAYSIA,20,0,,36
EPX,Basic,Online,A,33,MYANMAR,20,0,,36
EPX,Basic,Online,A,40,INDONESIA,20,0,,36
JWT,Premium,Online,Z,1,INDIA,62,24.8,M,118
JWT,Premium,Online,Z,10,INDIA,50,20,M,118
JWT,Premium,Online,Z,11,INDIA,31,12.4,F,118
KML,Basic,Online,Z,29,INDONESIA,28,10.64,F,48
RAB,Premium,Online,Z,10,BRUNEI DARUSSALAM,15,6,M,54
RAB,Premium,Online,Z,5,BRUNEI DARUSSALAM,15,6,M,30
RAB,Premium,Online,Z,20,BRUNEI DARUSSALAM,23,9.2,M,22
SSI,Premium,Online,W,7,SINGAPORE,2.51,0.7,,48
SSI,Premium,Online,W,60,SINGAPORE,6.12,1.72,,48
JZI,Premium,Online,I,8,HONG KONG,26,9.1,F,39
JZI,Premium,Online,I,6,VIET NAM,22,7.7,M,32
JZI,Premium,Online,I,3,INDONESIA,22,7.7,M,54
JZI,Premium,Online,I,9,"TAIWAN, PROVINCE OF CHINA",35,12.25,M,48
JZI,Premium,Online,I,5,MALAYSIA,18,6.3,M,85
JZI,Premium,Online,I,5,MALAYSIA,18,6.3,F,31
JZI,Premium,Online,I,15,CHINA,26,9.1,F,26
JZI,Premium,Online,I,27,PHILIPPINES,22,7.7,M,32
JZI,Premium,Online,I,11,"KOREA, REPUBLIC OF",26,9.1,M,54
JZI,Premium,Online,I,1,CHINA,22,7.7,F,54
JZI,Premium,Online,I,10,THAILAND,22,7.7,M,42
JZI,Premium,Online,I,31,"KOREA, REPUBLIC OF",44,15.4,F,43
JZI,Premium,Online,I,33,PHILIPPINES,37,12.95,F,43
JZI,Premium,Online,I,26,THAILAND,37,12.95,F,37
JZI,Premium,Online,I,27,THAILAND,37,12.95,M,61
JZI,Premium,Online,I,27,THAILAND,37,12.95,M,61
JZI,Premium,Online,I,37,PHILIPPINES,37,12.95,F,43
JZI,Premium,Online,I,11,THAILAND,30,10.5,F,32
JZI,Premium,Online,I,11,THAILAND,30,10.5,F,45
JZI,Premium,Online,I,10,THAILAND,22,7.7,M,61
JZI,Premium,Online,I,13,HONG KONG,26,9.1,F,45
JZI,Premium,Online,I,19,INDONESIA,18,6.3,M,44
JZI,Premium,Online,I,14,CHINA,26,9.1,F,33
JZI,Premium,Online,I,5,CHINA,26,9.1,M,29
JZI,Premium,Online,I,27,THAILAND,22,7.7,M,39
JZI,Premium,Online,Z,27,FRANCE,49,17.15,F,35
JZI,Premium,Online,Z,9,AUSTRALIA,45,15.75,F,45
JZI,Premium,Online,Z,25,AUSTRALIA,45,15.75,M,21
CWT,Basic,Online,Q,176,AUSTRALIA,-39.6,23.76,,32
CWT,Basic,Online,Q,80,AUSTRALIA,-69.3,41.58,,52
CWT,Basic,Online,Q,59,MALAYSIA,-19.8,11.88,,45
JZI,Premium,Online,I,16,INDONESIA,-18,6.3,F,38
JZI,Premium,Online,I,91,NEPAL,-61,21.35,F,30
CWT,Basic,Online,Q,56,AUSTRALIA,-39.6,23.76,,46
ART,Premium,Online,C,17,PHILIPPINES,-22.61,7.91,M,48
CWT,Basic,Online,Q,40,AUSTRALIA,-29.7,17.82,,41
ART,Premium,Online,C,17,PHILIPPINES,-14.39,5.04,F,48
CWT,Basic,Online,Q,153,UNITED KINGDOM,-89.1,53.46,,31
CWT,Basic,Online,Q,94,SWITZERLAND,-99,59.4,,37
CWT,Basic,Online,Q,64,AUSTRALIA,-59.4,35.64,,46
CWT,Basic,Online,Q,51,MALAYSIA,-39.6,23.76,,52
CWT,Basic,Online,Q,48,UNITED STATES,-29.7,17.82,,29
EPX,Basic,Online,K,36,UNITED STATES,-80,0,,24
CWT,Basic,Online,Q,75,JAPAN,-128.7,77.22,,51
CWT,Basic,Online,Q,51,ISRAEL,-128.7,77.22,,31
CWT,Basic,Online,Q,36,NEW ZEALAND,-128.7,77.22,,31
CWT,Basic,Online,Q,176,NORWAY,-9.9,5.94,,31
EPX,Basic,Online,K,32,CHINA,-30,0,,36
JZI,Premium,Online,Z,23,JAPAN,-69,24.15,F,26
CWT,Basic,Online,Q,26,MALAYSIA,-9.9,5.94,,27
CWT,Basic,Online,Q,93,MALAYSIA,-39.6,23.76,,45
EPX,Basic,Online,K,11,SINGAPORE,-10,0,,36
EPX,Basic,Online,K,16,"KOREA, REPUBLIC OF",-26,0,,36
EPX,Basic,Online,K,50,JAPAN,-56,0,,36
CWT,Basic,Online,Q,26,UNITED KINGDOM,-49.5,29.7,,53
EPX,Basic,Online,K,19,SWITZERLAND,-80,0,,36
CWT,Basic,Online,Q,4,AUSTRALIA,-9.9,5.94,,26
CWT,Basic,Online,Q,118,AUSTRALIA,-79.2,47.52,,49
CWT,Basic,Online,Q,27,NORWAY,-39.6,23.76,,54
CWT,Basic,Online,Q,198,NETHERLANDS,-9.9,5.94,,31
CWT,Basic,Online,Q,26,"TAIWAN, PROVINCE OF CHINA",-19.8,11.88,,26
EPX,Basic,Online,K,67,"TAIWAN, PROVINCE OF CHINA",-31,0,,36
EPX,Basic,Online,A,5,QATAR,-84,0,,42
ADM,Basic,Online,P,104,MOROCCO,111,42.18,,22
ART,Premium,Online,C,53,MALAYSIA,10.7,3.74,M,48
ART,Premium,Online,C,46,THAILAND,22.94,8.03,M,48
C2B,Premium,Online,J,6,SINGAPORE,20.25,5.06,F,35
C2B,Premium,Online,J,15,SINGAPORE,20.25,5.06,F,62
